date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-05-12,SKU0161,230,783,9.0,575
2025-05-19,SKU0161,793,0,9.0,575
2025-05-26,SKU0161,579,0,9.0,575
2025-06-02,SKU0161,324,816,9.0,575
2025-06-09,SKU0161,912,0,9.0,575
2025-06-16,SKU0161,686,0,9.0,575
2025-06-23,SKU0161,391,805,9.0,575
2025-06-30,SKU0161,913,0,9.0,575
2025-07-07,SKU0161,668,0,9.0,575
2025-07-14,SKU0161,406,779,9.0,575
2025-07-21,SKU0161,917,0,9.0,575
2025-07-28,SKU0161,676,0,9.0,575
2025-08-04,SKU0161,250,774,9.0,575
2025-08-11,SKU0161,551,797,9.0,575
2025-08-18,SKU0161,328,797,9.0,575
2025-08-25,SKU0161,880,0,9.0,575
2025-09-01,SKU0161,598,0,9.0,575
2025-09-08,SKU0161,349,789,9.0,575
2025-09-15,SKU0161,862,0,9.0,575
2025-09-22,SKU0161,650,0,9.0,575
2025-09-29,SKU0161,364,902,9.0,575
2025-10-06,SKU0161,887,0,9.0,575
2025-10-13,SKU0161,516,0,9.0,575
2025-10-20,SKU0161,0,940,9.0,575
2025-10-27,SKU0161,752,0,9.0,575
2025-11-03,SKU0161,425,790,9.0,575
2025-11-10,SKU0161,898,0,9.0,575
2025-11-17,SKU0161,568,0,9.0,575
2025-11-24,SKU0161,223,853,9.0,575
2025-12-01,SKU0161,525,0,9.0,575
2025-12-08,SKU0161,98,899,9.0,575
2025-12-15,SKU0161,681,0,9.0,575
2025-12-22,SKU0161,372,813,9.0,575
2025-12-29,SKU0161,795,0,9.0,575
2024-01-01,SKU0162,645,0,21.0,433
2024-01-08,SKU0162,444,0,21.0,433
2024-01-15,SKU0162,243,323,21.0,433
2024-01-22,SKU0162,42,639,21.0,433
2024-01-29,SKU0162,0,639,21.0,433
2024-02-05,SKU0162,151,316,21.0,433
2024-02-12,SKU0162,266,329,21.0,433
2024-02-19,SKU0162,65,645,21.0,433
2024-02-26,SKU0162,0,645,21.0,433
2024-03-04,SKU0162,185,316,21.0,433
2024-03-11,SKU0162,300,0,21.0,433
2024-03-18,SKU0162,99,467,21.0,433
2024-03-25,SKU0162,0,467,21.0,433
2024-04-01,SKU0162,0,467,21.0,433
2024-04-08,SKU0162,295,329,21.0,433
2024-04-15,SKU0162,94,329,21.0,433
2024-04-22,SKU0162,0,674,21.0,433
2024-04-29,SKU0162,214,345,21.0,433
2024-05-06,SKU0162,13,697,21.0,433
2024-05-13,SKU0162,173,352,21.0,433
2024-05-20,SKU0162,0,652,21.0,433
2024-05-27,SKU0162,323,300,21.0,433
2024-06-03,SKU0162,122,300,21.0,433
2024-06-10,SKU0162,221,374,21.0,433
2024-06-17,SKU0162,20,690,21.0,433
2024-06-24,SKU0162,0,690,21.0,433
2024-07-01,SKU0162,230,316,21.0,433
2024-07-08,SKU0162,345,278,21.0,433
2024-07-15,SKU0162,144,278,21.0,433
2024-07-22,SKU0162,0,623,21.0,433
2024-07-29,SKU0162,163,345,21.0,433
2024-08-05,SKU0162,0,662,21.0,433
2024-08-12,SKU0162,173,317,21.0,433
2024-08-19,SKU0162,0,595,21.0,433
2024-08-26,SKU0162,202,278,21.0,433
2024-09-02,SKU0162,1,594,21.0,433
2024-09-09,SKU0162,106,316,21.0,433
2024-09-16,SKU0162,0,662,21.0,433
2024-09-23,SKU0162,172,346,21.0,433
2024-09-30,SKU0162,0,652,21.0,433
2024-10-07,SKU0162,174,306,21.0,433
2024-10-14,SKU0162,0,680,21.0,433
2024-10-21,SKU0162,191,374,21.0,433
2024-10-28,SKU0162,0,662,21.0,433
2024-11-04,SKU0162,288,288,21.0,433
2024-11-11,SKU0162,87,288,21.0,433
2024-11-18,SKU0162,202,421,21.0,433
2024-11-25,SKU0162,1,421,21.0,433
2024-12-02,SKU0162,0,710,21.0,433
2024-12-09,SKU0162,277,289,21.0,433
2024-12-16,SKU0162,76,576,21.0,433
2024-12-23,SKU0162,203,287,21.0,433
2024-12-30,SKU0162,2,679,21.0,433
2025-01-06,SKU0162,201,392,21.0,433
2025-01-13,SKU0162,0,392,21.0,433
2025-01-20,SKU0162,335,318,21.0,433
2025-01-27,SKU0162,134,318,21.0,433
2025-02-03,SKU0162,0,605,21.0,433
2025-02-10,SKU0162,146,287,21.0,433
2025-02-17,SKU0162,0,622,21.0,433
2025-02-24,SKU0162,86,335,21.0,433
2025-03-03,SKU0162,0,653,21.0,433
2025-03-10,SKU0162,163,318,21.0,433
2025-03-17,SKU0162,0,633,21.0,433
2025-03-24,SKU0162,117,593,21.0,433
2025-03-31,SKU0162,0,593,21.0,433
2025-04-07,SKU0162,202,278,21.0,433
2025-04-14,SKU0162,270,288,21.0,433
2025-04-21,SKU0162,88,575,21.0,433
2025-04-28,SKU0162,0,575,21.0,433
2025-05-05,SKU0162,147,287,21.0,433
2025-05-12,SKU0162,302,362,21.0,433
2025-05-19,SKU0162,125,362,21.0,433
2025-05-26,SKU0162,0,647,21.0,433
2025-06-02,SKU0162,259,285,21.0,433
2025-06-09,SKU0162,101,566,21.0,433
2025-06-16,SKU0162,203,281,21.0,433
2025-06-23,SKU0162,14,579,21.0,433
2025-06-30,SKU0162,217,298,21.0,433
2025-07-07,SKU0162,8,583,21.0,433
2025-07-14,SKU0162,176,285,21.0,433
2025-07-21,SKU0162,52,609,21.0,433
2025-07-28,SKU0162,179,324,21.0,433
2025-08-04,SKU0162,0,710,21.0,433
2025-08-11,SKU0162,156,386,21.0,433
2025-08-18,SKU0162,0,671,21.0,433
2025-08-25,SKU0162,300,285,21.0,433
2025-09-01,SKU0162,135,285,21.0,433
2025-09-08,SKU0162,249,363,21.0,433
2025-09-15,SKU0162,90,363,21.0,433
2025-09-22,SKU0162,0,649,21.0,433
2025-09-29,SKU0162,234,286,21.0,433
2025-10-06,SKU0162,28,608,21.0,433
2025-10-13,SKU0162,131,322,21.0,433
2025-10-20,SKU0162,0,710,21.0,433
2025-10-27,SKU0162,230,388,21.0,433
2025-11-03,SKU0162,30,670,21.0,433
2025-11-10,SKU0162,312,282,21.0,433
2025-11-17,SKU0162,137,282,21.0,433
2025-11-24,SKU0162,237,347,21.0,433
2025-12-01,SKU0162,0,710,21.0,433
2025-12-08,SKU0162,0,710,21.0,433
2025-12-15,SKU0162,157,363,21.0,433
2025-12-22,SKU0162,291,287,21.0,433
2025-12-29,SKU0162,33,654,21.0,433
2024-01-01,SKU0163,77,72,29.0,100
2024-01-08,SKU0163,38,72,29.0,100
2024-01-15,SKU0163,0,128,29.0,100
2024-01-22,SKU0163,0,128,29.0,100
2024-01-29,SKU0163,0,128,29.0,100
2024-02-05,SKU0163,32,105,29.0,100
2024-02-12,SKU0163,49,49,29.0,100
2024-02-19,SKU0163,9,106,29.0,100
2024-02-26,SKU0163,0,106,29.0,100
2024-03-04,SKU0163,38,111,29.0,100
2024-03-11,SKU0163,0,111,29.0,100
2024-03-18,SKU0163,23,109,29.0,100
2024-03-25,SKU0163,0,109,29.0,100
2024-04-01,SKU0163,0,109,29.0,100
2024-04-08,SKU0163,14,123,29.0,100
2024-04-15,SKU0163,38,68,29.0,100
2024-04-22,SKU0163,0,145,29.0,100
2024-04-29,SKU0163,0,145,29.0,100
2024-05-06,SKU0163,57,77,29.0,100
2024-05-13,SKU0163,17,132,29.0,100
2024-05-20,SKU0163,71,55,29.0,100
2024-05-27,SKU0163,32,106,29.0,100
2024-06-03,SKU0163,0,106,29.0,100
2024-06-10,SKU0163,0,106,29.0,100
2024-06-17,SKU0163,15,105,29.0,100
2024-06-24,SKU0163,40,54,29.0,100
2024-07-01,SKU0163,0,143,29.0,100
2024-07-08,SKU0163,0,143,29.0,100
2024-07-15,SKU0163,26,89,29.0,100
2024-07-22,SKU0163,0,146,29.0,100
2024-07-29,SKU0163,83,57,29.0,100
2024-08-05,SKU0163,44,57,29.0,100
2024-08-12,SKU0163,4,57,29.0,100
2024-08-19,SKU0163,40,0,29.0,100
2024-08-26,SKU0163,0,126,29.0,100
2024-09-02,SKU0163,0,126,29.0,100
2024-09-09,SKU0163,0,126,29.0,100
2024-09-16,SKU0163,0,126,29.0,100
2024-09-23,SKU0163,103,0,29.0,100
2024-09-30,SKU0163,64,57,29.0,100
2024-10-07,SKU0163,24,108,29.0,100
2024-10-14,SKU0163,0,108,29.0,100
2024-10-21,SKU0163,0,108,29.0,100
2024-10-28,SKU0163,29,115,29.0,100
2024-11-04,SKU0163,40,64,29.0,100
2024-11-11,SKU0163,0,115,29.0,100
2024-11-18,SKU0163,0,115,29.0,100
2024-11-25,SKU0163,58,51,29.0,100
2024-12-02,SKU0163,19,119,29.0,100
2024-12-09,SKU0163,30,119,29.0,100
2024-12-16,SKU0163,0,119,29.0,100
2024-12-23,SKU0163,0,119,29.0,100
2024-12-30,SKU0163,57,51,29.0,100
2025-01-06,SKU0163,17,115,29.0,100
2025-01-13,SKU0163,28,64,29.0,100
2025-01-20,SKU0163,0,138,29.0,100
2025-01-27,SKU0163,0,138,29.0,100
2025-02-03,SKU0163,47,74,29.0,100
2025-02-10,SKU0163,7,125,29.0,100
2025-02-17,SKU0163,51,51,29.0,100
2025-02-24,SKU0163,12,51,29.0,100
2025-03-03,SKU0163,0,149,29.0,100
2025-03-10,SKU0163,34,98,29.0,100
2025-03-17,SKU0163,0,98,29.0,100
2025-03-24,SKU0163,0,98,29.0,100
2025-03-31,SKU0163,75,51,29.0,100
2025-04-07,SKU0163,36,102,29.0,100
2025-04-14,SKU0163,0,102,29.0,100
2025-04-21,SKU0163,0,102,29.0,100
2025-04-28,SKU0163,28,51,29.0,100
2025-05-05,SKU0163,40,0,29.0,100
2025-05-12,SKU0163,0,132,29.0,100
2025-05-19,SKU0163,0,132,29.0,100
2025-05-26,SKU0163,0,132,29.0,100
2025-06-02,SKU0163,0,132,29.0,100
2025-06-09,SKU0163,114,0,29.0,100
2025-06-16,SKU0163,86,55,29.0,100
2025-06-23,SKU0163,54,55,29.0,100
2025-06-30,SKU0163,25,55,29.0,100
2025-07-07,SKU0163,0,148,29.0,100
2025-07-14,SKU0163,47,93,29.0,100
2025-07-21,SKU0163,24,93,29.0,100
2025-07-28,SKU0163,0,143,29.0,100
2025-08-04,SKU0163,86,50,29.0,100
2025-08-11,SKU0163,35,50,29.0,100
2025-08-18,SKU0163,1,122,29.0,100
2025-08-25,SKU0163,33,72,29.0,100
2025-09-01,SKU0163,4,145,29.0,100
2025-09-08,SKU0163,0,145,29.0,100
2025-09-15,SKU0163,45,73,29.0,100
2025-09-22,SKU0163,15,127,29.0,100
2025-09-29,SKU0163,0,127,29.0,100
2025-10-06,SKU0163,31,54,29.0,100
2025-10-13,SKU0163,0,125,29.0,100
2025-10-20,SKU0163,24,71,29.0,100
2025-10-27,SKU0163,0,149,,100
2025-11-03,SKU0163,0,149,29.0,100
2025-11-10,SKU0163,43,78,29.0,100
2025-11-17,SKU0163,0,132,29.0,100
2025-11-24,SKU0163,60,54,29.0,100
2025-12-01,SKU0163,0,121,29.0,100
2025-12-08,SKU0163,0,121,29.0,100
2025-12-15,SKU0163,37,67,29.0,100
2025-12-22,SKU0163,2,125,29.0,100
2025-12-29,SKU0163,40,58,29.0,100
2024-01-01,SKU0164,272,0,8.0,144
2024-01-08,SKU0164,99,237,8.0,144
2024-01-15,SKU0164,212,0,8.0,144
2024-01-22,SKU0164,39,223,8.0,144
2024-01-29,SKU0164,124,237,8.0,144
2024-02-05,SKU0164,0,237,8.0,144
2024-02-12,SKU0164,64,223,8.0,144
2024-02-19,SKU0164,149,0,8.0,144
2024-02-26,SKU0164,0,237,8.0,144
2024-03-04,SKU0164,88,223,8.0,144
2024-03-11,SKU0164,173,0,8.0,144
2024-03-18,SKU0164,0,237,8.0,144
2024-03-25,SKU0164,113,223,8.0,144
2024-04-01,SKU0164,198,0,8.0,144
2024-04-08,SKU0164,25,237,8.0,144
2024-04-15,SKU0164,138,223,8.0,144
2024-04-22,SKU0164,0,223,8.0,144
2024-04-29,SKU0164,50,237,8.0,144
2024-05-06,SKU0164,163,0,8.0,144
2024-05-13,SKU0164,0,223,8.0,144
2024-05-20,SKU0164,74,287,8.0,144
2024-05-27,SKU0164,0,287,8.0,144
2024-06-03,SKU0164,114,223,8.0,144
2024-06-10,SKU0164,198,0,8.0,144
2024-06-17,SKU0164,25,237,8.0,144
2024-06-24,SKU0164,138,223,8.0,144
2024-07-01,SKU0164,0,223,8.0,144
2024-07-08,SKU0164,50,237,8.0,144
2024-07-15,SKU0164,163,0,8.0,144
2024-07-22,SKU0164,0,273,8.0,144
2024-07-29,SKU0164,174,0,8.0,144
2024-08-05,SKU0164,1,237,8.0,144
2024-08-12,SKU0164,113,223,8.0,144
2024-08-19,SKU0164,198,0,8.0,144
2024-08-26,SKU0164,25,262,8.0,144
2024-09-02,SKU0164,188,0,8.0,144
2024-09-09,SKU0164,14,272,8.0,144
2024-09-16,SKU0164,198,0,8.0,144
2024-09-23,SKU0164,24,238,8.0,144
2024-09-30,SKU0164,139,222,8.0,144
2024-10-07,SKU0164,0,222,8.0,144
2024-10-14,SKU0164,49,238,8.0,144
2024-10-21,SKU0164,164,0,8.0,144
2024-10-28,SKU0164,0,272,8.0,144
2024-11-04,SKU0164,173,0,8.0,144
2024-11-11,SKU0164,0,238,8.0,144
2024-11-18,SKU0164,114,222,8.0,144
2024-11-25,SKU0164,197,0,8.0,144
2024-12-02,SKU0164,24,263,8.0,144
2024-12-09,SKU0164,189,0,8.0,144
2024-12-16,SKU0164,15,222,8.0,144
2024-12-23,SKU0164,98,263,8.0,144
2024-12-30,SKU0164,0,263,8.0,144
2025-01-06,SKU0164,90,271,8.0,144
2025-01-13,SKU0164,0,271,8.0,144
2025-01-20,SKU0164,98,239,8.0,144
2025-01-27,SKU0164,214,0,8.0,144
2025-02-03,SKU0164,41,221,8.0,144
2025-02-10,SKU0164,122,239,8.0,144
2025-02-17,SKU0164,0,239,8.0,144
2025-02-24,SKU0164,66,295,8.0,144
2025-03-03,SKU0164,0,295,8.0,144
2025-03-10,SKU0164,122,0,8.0,144
2025-03-17,SKU0164,0,264,8.0,144
2025-03-24,SKU0164,115,221,8.0,144
2025-03-31,SKU0164,196,0,8.0,144
2025-04-07,SKU0164,23,239,8.0,144
2025-04-14,SKU0164,140,0,8.0,144
2025-04-21,SKU0164,0,295,8.0,144
2025-04-28,SKU0164,196,0,8.0,144
2025-05-05,SKU0164,23,338,8.0,144
2025-05-12,SKU0164,0,338,8.0,144
2025-05-19,SKU0164,165,0,8.0,144
2025-05-26,SKU0164,0,320,8.0,144
2025-06-02,SKU0164,270,0,8.0,144
2025-06-09,SKU0164,97,239,8.0,144
2025-06-16,SKU0164,214,0,8.0,144
2025-06-23,SKU0164,41,271,8.0,144
2025-06-30,SKU0164,221,0,8.0,144
2025-07-07,SKU0164,48,263,8.0,144
2025-07-14,SKU0164,213,0,8.0,144
2025-07-21,SKU0164,40,222,8.0,144
2025-07-28,SKU0164,123,238,8.0,144
2025-08-04,SKU0164,0,238,8.0,144
2025-08-11,SKU0164,65,272,8.0,144
2025-08-18,SKU0164,253,0,8.0,144
2025-08-25,SKU0164,142,0,8.0,144
2025-09-01,SKU0164,40,238,8.0,144
2025-09-08,SKU0164,184,0,8.0,144
2025-09-15,SKU0164,76,261,8.0,144
2025-09-22,SKU0164,231,0,8.0,144
2025-09-29,SKU0164,65,238,8.0,144
2025-10-06,SKU0164,173,0,8.0,144
2025-10-13,SKU0164,0,235,8.0,144
2025-10-20,SKU0164,1,249,8.0,144
2025-10-27,SKU0164,192,0,8.0,144
2025-11-03,SKU0164,23,228,8.0,144
2025-11-10,SKU0164,127,234,8.0,144
2025-11-17,SKU0164,0,234,8.0,144
2025-11-24,SKU0164,94,225,8.0,144
2025-12-01,SKU0164,147,0,8.0,144
2025-12-08,SKU0164,0,269,8.0,144
2025-12-15,SKU0164,102,233,8.0,144
2025-12-22,SKU0164,206,0,8.0,144
2025-12-29,SKU0164,47,242,8.0,144
2024-01-01,SKU0165,701,0,24.0,703
2024-01-08,SKU0165,532,453,24.0,703
2024-01-15,SKU0165,364,453,24.0,703
2024-01-22,SKU0165,195,887,24.0,703
2024-01-29,SKU0165,479,434,24.0,703
2024-02-05,SKU0165,311,434,24.0,703
2024-02-12,SKU0165,142,916,24.0,703
2024-02-19,SKU0165,408,482,24.0,703
2024-02-26,SKU0165,239,482,24.0,703
2024-03-04,SKU0165,70,915,24.0,703
2024-03-11,SKU0165,384,433,24.0,703
2024-03-18,SKU0165,215,433,24.0,703
2024-03-25,SKU0165,480,482,24.0,703
2024-04-01,SKU0165,311,482,24.0,703
2024-04-08,SKU0165,142,891,24.0,703
2024-04-15,SKU0165,456,409,24.0,703
2024-04-22,SKU0165,287,819,24.0,703
2024-04-29,SKU0165,528,410,24.0,703
2024-05-06,SKU0165,359,410,24.0,703
2024-05-13,SKU0165,190,819,24.0,703
2024-05-20,SKU0165,432,409,24.0,703
2024-05-27,SKU0165,263,843,24.0,703
2024-06-03,SKU0165,504,434,24.0,703
2024-06-10,SKU0165,335,434,24.0,703
2024-06-17,SKU0165,166,891,24.0,703
2024-06-24,SKU0165,432,457,24.0,703
2024-07-01,SKU0165,263,457,24.0,703
2024-07-08,SKU0165,95,891,24.0,703
2024-07-15,SKU0165,383,434,24.0,703
2024-07-22,SKU0165,214,892,24.0,703
2024-07-29,SKU0165,480,458,24.0,703
2024-08-05,SKU0165,311,458,24.0,703
2024-08-12,SKU0165,142,867,24.0,703
2024-08-19,SKU0165,432,409,24.0,703
2024-08-26,SKU0165,263,819,24.0,703
2024-09-02,SKU0165,504,410,24.0,703
2024-09-09,SKU0165,335,410,24.0,703
2024-09-16,SKU0165,193,843,24.0,703
2024-09-23,SKU0165,479,433,24.0,703
2024-09-30,SKU0165,326,433,24.0,703
2024-10-07,SKU0165,557,485,24.0,703
2024-10-14,SKU0165,410,485,24.0,703
2024-10-21,SKU0165,149,923,24.0,703
2024-10-28,SKU0165,471,438,24.0,703
2024-11-04,SKU0165,318,438,24.0,703
2024-11-11,SKU0165,170,878,24.0,703
2024-11-18,SKU0165,452,440,24.0,703
2024-11-25,SKU0165,278,440,24.0,703
2024-12-02,SKU0165,444,662,24.0,703
2024-12-09,SKU0165,227,662,24.0,703
2024-12-16,SKU0165,13,662,24.0,703
2024-12-23,SKU0165,0,1106,24.0,703
2024-12-30,SKU0165,559,444,24.0,703
2025-01-06,SKU0165,246,444,24.0,703
2025-01-13,SKU0165,413,469,24.0,703
2025-01-20,SKU0165,245,469,24.0,703
2025-01-27,SKU0165,58,897,24.0,703
2025-02-03,SKU0165,361,428,24.0,703
2025-02-10,SKU0165,173,914,24.0,703
2025-02-17,SKU0165,423,486,24.0,703
2025-02-24,SKU0165,264,486,24.0,703
2025-03-03,SKU0165,110,894,24.0,703
2025-03-10,SKU0165,470,408,24.0,703
2025-03-17,SKU0165,354,408,24.0,703
2025-03-24,SKU0165,616,414,24.0,703
2025-03-31,SKU0165,484,414,24.0,703
2025-04-07,SKU0165,375,414,24.0,703
2025-04-14,SKU0165,650,0,24.0,703
2025-04-21,SKU0165,547,489,24.0,703
2025-04-28,SKU0165,426,489,24.0,703
2025-05-05,SKU0165,281,489,24.0,703
2025-05-12,SKU0165,653,412,24.0,703
2025-05-19,SKU0165,524,412,24.0,703
2025-05-26,SKU0165,400,412,24.0,703
2025-06-02,SKU0165,261,845,24.0,703
2025-06-09,SKU0165,548,433,24.0,703
2025-06-16,SKU0165,423,433,24.0,703
2025-06-23,SKU0165,304,433,24.0,703
2025-06-30,SKU0165,605,464,24.0,703
2025-07-07,SKU0165,494,464,24.0,703
2025-07-14,SKU0165,364,464,24.0,703
2025-07-21,SKU0165,232,874,24.0,703
2025-07-28,SKU0165,613,410,24.0,703
2025-08-04,SKU0165,425,410,24.0,703
2025-08-11,SKU0165,181,900,24.0,703
2025-08-18,SKU0165,490,490,24.0,703
2025-08-25,SKU0165,364,490,24.0,703
2025-09-01,SKU0165,223,490,24.0,703
2025-09-08,SKU0165,580,404,24.0,703
2025-09-15,SKU0165,441,404,24.0,703
2025-09-22,SKU0165,304,404,24.0,703
2025-09-29,SKU0165,585,482,24.0,703
2025-10-06,SKU0165,402,482,24.0,703
2025-10-13,SKU0165,238,482,24.0,703
2025-10-20,SKU0165,442,473,24.0,703
2025-10-27,SKU0165,157,949,24.0,703
2025-11-03,SKU0165,6,949,24.0,703
2025-11-10,SKU0165,417,476,24.0,703
2025-11-17,SKU0165,234,476,24.0,703
2025-11-24,SKU0165,530,517,24.0,703
2025-12-01,SKU0165,253,517,24.0,703
2025-12-08,SKU0165,0,964,24.0,703
2025-12-15,SKU0165,0,964,24.0,703
2025-12-22,SKU0165,327,447,24.0,703
2025-12-29,SKU0165,565,405,24.0,703
2024-01-01,SKU0166,444,377,26.0,534
2024-01-08,SKU0166,114,377,26.0,534
2024-01-15,SKU0166,0,754,26.0,534
2024-01-22,SKU0166,0,754,26.0,534
2024-01-29,SKU0166,236,377,26.0,534
2024-02-05,SKU0166,283,303,26.0,534
2024-02-12,SKU0166,0,633,26.0,534
2024-02-19,SKU0166,0,633,26.0,534
2024-02-26,SKU0166,256,330,26.0,534
2024-03-04,SKU0166,283,377,26.0,534
2024-03-11,SKU0166,0,680,26.0,534
2024-03-18,SKU0166,0,680,26.0,534
2024-03-25,SKU0166,0,680,26.0,534
2024-04-01,SKU0166,47,633,26.0,534
2024-04-08,SKU0166,20,660,26.0,534
2024-04-15,SKU0166,0,660,26.0,534
2024-04-22,SKU0166,0,660,26.0,534
2024-04-29,SKU0166,47,632,26.0,534
2024-05-06,SKU0166,47,632,26.0,534
2024-05-13,SKU0166,0,632,26.0,534
2024-05-20,SKU0166,0,632,26.0,534
2024-05-27,SKU0166,19,660,26.0,534
2024-06-03,SKU0166,47,632,26.0,534
2024-06-10,SKU0166,0,632,26.0,534
2024-06-17,SKU0166,0,632,26.0,534
2024-06-24,SKU0166,47,632,26.0,534
2024-07-01,SKU0166,19,660,26.0,534
2024-07-08,SKU0166,0,660,26.0,534
2024-07-15,SKU0166,0,660,26.0,534
2024-07-22,SKU0166,47,680,26.0,534
2024-07-29,SKU0166,47,680,26.0,534
2024-08-05,SKU0166,0,680,26.0,534
2024-08-12,SKU0166,0,680,26.0,534
2024-08-19,SKU0166,114,707,26.0,534
2024-08-26,SKU0166,114,377,26.0,534
2024-09-02,SKU0166,0,754,26.0,534
2024-09-09,SKU0166,0,754,26.0,534
2024-09-16,SKU0166,236,377,26.0,534
2024-09-23,SKU0166,283,303,26.0,534
2024-09-30,SKU0166,0,633,26.0,534
2024-10-07,SKU0166,0,633,26.0,534
2024-10-14,SKU0166,256,330,26.0,534
2024-10-21,SKU0166,283,329,26.0,534
2024-10-28,SKU0166,0,632,26.0,534
2024-11-04,SKU0166,0,632,26.0,534
2024-11-11,SKU0166,282,303,26.0,534
2024-11-18,SKU0166,256,330,26.0,534
2024-11-25,SKU0166,0,659,26.0,534
2024-12-02,SKU0166,0,659,26.0,534
2024-12-09,SKU0166,283,329,26.0,534
2024-12-16,SKU0166,282,303,26.0,534
2024-12-23,SKU0166,0,633,26.0,534
2024-12-30,SKU0166,0,633,26.0,534
2025-01-06,SKU0166,256,330,26.0,534
2025-01-13,SKU0166,283,329,26.0,534
2025-01-20,SKU0166,0,680,26.0,534
2025-01-27,SKU0166,0,680,26.0,534
2025-02-03,SKU0166,282,351,26.0,534
2025-02-10,SKU0166,0,681,26.0,534
2025-02-17,SKU0166,21,706,26.0,534
2025-02-24,SKU0166,0,706,26.0,534
2025-03-03,SKU0166,0,706,26.0,534
2025-03-10,SKU0166,0,680,26.0,534
2025-03-17,SKU0166,140,634,26.0,534
2025-03-24,SKU0166,0,634,26.0,534
2025-03-31,SKU0166,0,634,26.0,534
2025-04-07,SKU0166,21,658,26.0,534
2025-04-14,SKU0166,141,680,26.0,534
2025-04-21,SKU0166,0,680,26.0,534
2025-04-28,SKU0166,0,680,26.0,534
2025-05-05,SKU0166,45,682,26.0,534
2025-05-12,SKU0166,211,330,26.0,534
2025-05-19,SKU0166,0,658,26.0,534
2025-05-26,SKU0166,0,658,26.0,534
2025-06-02,SKU0166,94,632,26.0,534
2025-06-09,SKU0166,234,304,26.0,534
2025-06-16,SKU0166,0,682,26.0,534
2025-06-23,SKU0166,0,682,26.0,534
2025-06-30,SKU0166,68,706,26.0,534
2025-07-07,SKU0166,331,328,26.0,534
2025-07-14,SKU0166,1,632,26.0,534
2025-07-21,SKU0166,0,632,26.0,534
2025-07-28,SKU0166,139,634,26.0,534
2025-08-04,SKU0166,0,634,26.0,534
2025-08-11,SKU0166,0,658,26.0,534
2025-08-18,SKU0166,0,658,26.0,534
2025-08-25,SKU0166,216,328,26.0,534
2025-09-01,SKU0166,3,646,26.0,534
2025-09-08,SKU0166,59,622,26.0,534
2025-09-15,SKU0166,0,622,26.0,534
2025-09-22,SKU0166,242,304,26.0,534
2025-09-29,SKU0166,4,628,26.0,534
2025-10-06,SKU0166,0,635,26.0,534
2025-10-13,SKU0166,0,635,26.0,534
2025-10-20,SKU0166,127,614,26.0,534
2025-10-27,SKU0166,0,614,26.0,534
2025-11-03,SKU0166,64,602,26.0,534
2025-11-10,SKU0166,0,602,26.0,534
2025-11-17,SKU0166,153,636,26.0,534
2025-11-24,SKU0166,269,337,26.0,534
2025-12-01,SKU0166,0,707,26.0,534
2025-12-08,SKU0166,0,707,26.0,534
2025-12-15,SKU0166,164,370,26.0,534
2025-12-22,SKU0166,331,320,26.0,534
2025-12-29,SKU0166,0,665,26.0,534
2024-01-01,SKU0167,64,0,10.0,39
2024-01-08,SKU0167,44,0,10.0,39
2024-01-15,SKU0167,23,52,10.0,39
2024-01-22,SKU0167,55,0,10.0,39
2024-01-29,SKU0167,35,49,10.0,39
2024-02-05,SKU0167,15,49,10.0,39
2024-02-12,SKU0167,43,0,10.0,39
2024-02-19,SKU0167,23,50,10.0,39
2024-02-26,SKU0167,53,0,10.0,39
2024-03-04,SKU0167,32,49,10.0,39
2024-03-11,SKU0167,12,49,10.0,39
2024-03-18,SKU0167,41,0,10.0,39
2024-03-25,SKU0167,20,49,10.0,39
2024-04-01,SKU0167,49,0,10.0,39
2024-04-08,SKU0167,29,50,10.0,39
2024-04-15,SKU0167,58,0,10.0,39
2024-04-22,SKU0167,38,49,10.0,39
2024-04-29,SKU0167,18,49,10.0,39
2024-05-06,SKU0167,46,0,10.0,39
2024-05-13,SKU0167,26,49,10.0,39
2024-05-20,SKU0167,55,0,10.0,39
2024-05-27,SKU0167,35,50,10.0,39
2024-06-03,SKU0167,14,50,10.0,39
2024-06-10,SKU0167,44,0,10.0,39
2024-06-17,SKU0167,24,52,10.0,39
2024-06-24,SKU0167,55,0,10.0,39
2024-07-01,SKU0167,35,49,10.0,39
2024-07-08,SKU0167,15,49,10.0,39
2024-07-15,SKU0167,43,0,10.0,39
2024-07-22,SKU0167,23,49,10.0,39
2024-07-29,SKU0167,52,0,10.0,39
2024-08-05,SKU0167,31,53,10.0,39
2024-08-12,SKU0167,11,53,10.0,39
2024-08-19,SKU0167,44,0,10.0,39
2024-08-26,SKU0167,23,52,10.0,39
2024-09-02,SKU0167,55,0,10.0,39
2024-09-09,SKU0167,35,52,10.0,39
2024-09-16,SKU0167,15,52,10.0,39
2024-09-23,SKU0167,46,0,10.0,39
2024-09-30,SKU0167,26,50,10.0,39
2024-10-07,SKU0167,56,0,10.0,39
2024-10-14,SKU0167,35,49,10.0,39
2024-10-21,SKU0167,15,49,10.0,39
2024-10-28,SKU0167,44,0,10.0,39
2024-11-04,SKU0167,23,49,10.0,39
2024-11-11,SKU0167,52,0,10.0,39
2024-11-18,SKU0167,32,50,10.0,39
2024-11-25,SKU0167,11,50,10.0,39
